"Effective February 15, 2022 - freight prepaid is $600",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Part number, Size , February 15 2022 List ,Trade Net,Less than $600 Order,$600 or more order,Bulk Net Each, Bulk/ Pcs per pkg ,UPC Number 722170,,,,,
,,,,,,,,,,,,,
BITS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MAG357 NAIL BOMBER MOLYBDENUM COATED,,,,,,,,,,,,,
HEAVY DUTY SHIP AUGER BITS,,,,,,,,,,,,,
"8"" OAL x 5"" Twist Length",,,,,,,,,,,,,
111-N36175," 36"" X 175# CABLE TIE - UV Neutral ", $51.93 , $44.14 , $23.37 , $21.03 ,,50,49016,,,,,
,,,,,,,,,,,,,
111-B04018," 4"" X 18# CABLE TIE - UV Black ", $3.18 , $2.71 , $1.43 , $1.29 ,,100,49001,,,,,
111-B05040," 5"" X 40# CABLE TIE - UV Black ", $6.34 , $5.39 , $2.85 , $2.57 ,,100,49002,,,,,
111-B08040," 8"" X 40# CABLE TIE - UV Black ", $6.93 , $5.89 , $3.12 , $2.81 ,,100,49003,,,,,
111-B11050," 11"" X 50# CABLE TIE - UV Black ", $10.38 , $8.83 , $4.67 , $4.21 ,,100,49004,,,,,
111-B14050," 14"" X 50# CABLE TIE - UV Black ", $12.12 , $10.30 , $5.45 , $4.91 ,,100,49005,,,,,
111-B18120," 18"" X 120# CABLE TIE - UV Black ", $25.97 , $22.07 , $11.68 , $10.52 ,,50,49006,,,,,
111-B24175," 24"" X 175# CABLE TIE - UV Black ", $34.63 , $29.43 , $15.58 , $14.02 ,,50,49007,,,,,
111-B36175," 36"" X 175# CABLE TIE - UV Black ", $51.93 , $44.14 , $23.37 , $21.03 ,,50,49008,,,,,
,,,,,,,,,,,,,
ACCESSORIES,,,,,,,,,,,,,
,,,,,,,,,,,,,
MAG400 - HEX ALLEN INSERT BITS,,,,,,,,,,,,,
400.HX.0464,"1"" X   1/16""", $0.81 , $0.69 , $0.36 , $0.33 ,,50,40001,,,,,
400.HX.0564,"1"" X   5/64""", $0.81 , $0.69 , $0.36 , $0.33 ,,50,40002,,,,,
400.HX.0664,"1"" X   3/32""", $0.81 , $0.69 , $0.36 , $0.33 ,,50,40003,,,,,
400.HX.0764,"1"" X   7/64""", $0.81 , $0.69 , $0.36 , $0.33 ,,50,40004,,,,,
400.HX.0864,"1"" X   1/8""", $0.81 , $0.69 , $0.36 , $0.33 ,,50,40005,,,,,
400.HX.0964,"1"" X   9/64""", $0.81 , $0.69 , $0.36 , $0.33 ,,50,40006,,,,,
400.HX.1064,"1"" X   5/32""", $0.81 , $0.69 , $0.36 , $0.33 ,,50,40007,,,,,
400.HX.1264,"1"" X   3/16""", $0.81 , $0.69 , $0.36 , $0.33 ,,50,40008,,,,,
400.HX.1464,"1"" X   7/32""", $0.81 , $0.69 , $0.36 , $0.33 ,,50,40009,,,,,
400.HX.1664,"1"" X   1/4""", $0.81 , $0.69 , $0.36 , $0.33 ,,50,40010,,,,,
400.HX.2064,"1"" X   5/16""", $1.55 , $1.32 , $0.70 , $0.63 ,,50,40011,,,,,
,,,,,,,,,,,,,
400.HX2.0464,"2"" X   1/16""", $1.62 , $1.37 , $0.73 , $0.65 ,,50,40012,,,,,
400.HX2.0664,"2"" X  3/32""", $1.62 , $1.37 , $0.73 , $0.65 ,,50,40016,,,,,
400.HX2.0764,"2"" X  7/64""", $1.62 , $1.37 , $0.73 , $0.65 ,,50,40019,,,,,
400.HX2.0864,"2"" X  1/8""", $1.62 , $1.37 , $0.73 , $0.65 ,,50,40014,,,,,
400.HX2.0964,"2"" X  9/64""", $1.62 , $1.37 , $0.73 , $0.65 ,,50,40020,,,,,
400.HX2.1064,"2"" X   5/32""", $1.62 , $1.37 , $0.73 , $0.65 ,,50,40018,,,,,
400.HX2.1264,"2"" X  3/16""", $1.62 , $1.37 , $0.73 , $0.65 ,,50,40015,,,,,
400.HX2.1664,"2"" X   1/4""", $1.62 , $1.37 , $0.73 , $0.65 ,,50,40013,,,,,
400.HX2.2064,"2"" X  5/16""", $3.10 , $2.64 , $1.40 , $1.26 ,,50,40017,,,,,
,,,,,,,,,,,,,
MAG401 - HEX ALLEN INSERT BIT TAMPER RESISTANT,,,,,,,,,,,,,
401.TR.0664,"1"" X 2"" X    3/32""", $1.13 , $0.96 , $0.51 , $0.46 ,,50,40104,,,,,
401.TR.0864,"1"" X 2"" X    1/8""", $1.13 , $0.96 , $0.51 , $0.46 ,,50,40102,,,,,
401.TR.0964,"1"" X 2"" X    9/64""", $1.13 , $0.96 , $0.51 , $0.46 ,,50,40107,,,,,
401.TR.1064,"1"" X 2"" X    5/32""", $1.13 , $0.96 , $0.51 , $0.46 ,,50,40105,,,,,
401.TR.1264,"1"" X 2"" X    3/16""", $1.13 , $0.96 , $0.51 , $0.46 ,,50,40103,,,,,
401.TR.1464,"1"" X 2"" X    7/32""", $1.13 , $0.96 , $0.51 , $0.46 ,,50,40106,,,,,
401.TR.1664,"1"" X 2"" X    1/4""", $1.13 , $0.96 , $0.51 , $0.46 ,,50,40101,,,,,
,,,,,,,,,,,,,
"MAG402 -  HEX EXTENSIONS - 1/4"" HEX",,,,,,,,,,,,,
402.EX01.140,"  1/4"" SQ X 1"" EXT", $1.62 , $1.37 , $0.73 , $0.65 ,,20,40201,,,,,
402.EX02.140,"  1/4"" SQ X 2"" EXT", $2.26 , $1.92 , $1.02 , $0.92 ,,20,40204,,,,,
402.EX03.140,"  1/4"" SQ X 3"" EXT", $3.07 , $2.61 , $1.38 , $1.24 ,,20,40205,,,,,
402.EX04.140,"  1/4"" SQ X 4"" EXT", $4.36 , $3.71 , $1.96 , $1.77 ,,10,40206,,,,,
402.EX05.140,"  1/4"" SQ X 5"" EXT", $5.33 , $4.53 , $2.40 , $2.16 ,,10,40207,,,,,
402.EX06.140,"  1/4"" SQ X 6"" EXT", $6.30 , $5.36 , $2.84 , $2.55 ,,10,40208,,,,,
402.EX08.140,"  1/4"" SQ X 8"" EXT", $8.40 , $7.14 , $3.78 , $3.40 ,,10,40209,,,,,
402.EX10.140,"  1/4"" SQ X 10"" EXT", $9.70 , $8.24 , $4.36 , $3.93 ,,10,40202,,,,,
402.EX12.140,"  1/4"" SQ X 12"" EXT", $11.31 , $9.61 , $5.09 , $4.58 ,,10,40203,,,,,
,,,,,,,,,,,,,
402.EX01.380,"  3/8"" SQ X 15/8"" EXT", $2.26 , $1.92 , $1.02 , $0.92 ,,20,40210,,,,,
402.EX02.380,"  3/8"" SQ X 2"" EXT", $3.07 , $2.61 , $1.38 , $1.24 ,,20,40211,,,,,
402.EX03.380,"  3/8"" SQ X 3"" EXT", $3.72 , $3.16 , $1.67 , $1.51 ,,20,40212,,,,,
402.EX04.380,"  3/8"" SQ X 4"" EXT", $5.01 , $4.26 , $2.25 , $2.03 ,,10,40213,,,,,
402.EX05.380,"  3/8"" SQ X 5"" EXT", $5.98 , $5.08 , $2.69 , $2.42 ,,10,40214,,,,,
402.EX06.380,"  3/8"" SQ X 6"" EXT", $6.95 , $5.91 , $3.13 , $2.81 ,,10,40215,,,,,
402.EX08.380,"  3/8"" SQ X 8"" EXT", $9.05 , $7.69 , $4.07 , $3.66 ,,10,40216,,,,,
,,,,,,,,,,,,,
"MAG403 -  HEX EXTENSIONS - 7/16"" HEX",,,,,,,,,,,,,
403.EX02.712," 1/2"" SQ X 2-1/8"" EXT", $5.33 , $4.53 , $2.40 , $2.16 ,,20,40301,,,,,
403.EX03.712," 1/2"" SQ X 3"" EXT", $5.98 , $5.08 , $2.69 , $2.42 ,,20,40302,,,,,
403.EX04.712," 1/2"" SQ X 4"" EXT", $7.27 , $6.18 , $3.27 , $2.94 ,,10,40303,,,,,
403.EX06.712," 1/2"" SQ X 6"" EXT", $8.89 , $7.55 , $4.00 , $3.60 ,,10,40304,,,,,
,, $-   , $-   , $-   , $-   ,,,,,,,,
403.EX01.738," 3/8"" SQ X 1-3/4"" EXT", $3.56 , $3.02 , $1.60 , $1.44 ,,20,40305,,,,,
403.EX02.738," 3/8"" SQ X 2"" EXT", $4.04 , $3.43 , $1.82 , $1.64 ,,20,40306,,,,,
403.EX03.738," 3/8"" SQ X 3"" EXT", $4.69 , $3.98 , $2.11 , $1.90 ,,20,40307,,,,,
403.EX04.738," 3/8"" SQ X 4"" EXT", $6.14 , $5.22 , $2.76 , $2.49 ,,10,40308,,,,,
403.EX06.738," 3/8"" SQ X 6"" EXT", $7.11 , $6.04 , $3.20 , $2.88 ,,10,40309,,,,,
,,,,,,,,,,,,,
MAG405 - NON MAGNETIC NUT SETTER,,,,,,,,,,,,,
405.NMS3.120,"1/2"" X 2-9/16""", $6.14 , $5.22 , $2.76 , $2.49 ,,10,40501,,,,,
405.NMS3.140,"1/4"" X 2-9/16"" ", $3.23 , $2.75 , $1.45 , $1.31 ,,10,40502,,,,,
405.NMS3.380,"3/8"" X 2-9/16""", $3.72 , $3.16 , $1.67 , $1.51 ,,10,40503,,,,,
405.NMS3.516,"5/16"" X 2-9/16""", $3.23 , $2.75 , $1.45 , $1.31 ,,10,40504,,,,,
405.NMS3.716,"7/16"" X 2-9/16"" ", $6.14 , $5.22 , $2.76 , $2.49 ,,10,40505,,,,,
,,,,,,,,,,,,,
MAG 407 - MAGNETIC NUT SETTER,,,,,,,,,,,,,
407.MS1.120,"1/2"" X 1-3/4"" ", $5.82 , $4.94 , $2.62 , $2.36 ,,10,40701,,,,,
407.MS3.120,"1/2"" X 2-9/16"" ", $6.14 , $5.22 , $2.76 , $2.49 ,,10,40702,,,,,
407.MS4.120,"1/2"" X 4"" ", $6.79 , $5.77 , $3.05 , $2.75 ,,10,40703,,,,,
407.MS6.120,"1/2"" X 6"" ", $8.73 , $7.42 , $3.93 , $3.53 ,,10,40704,,,,,
,,,,,,,,,,,,,
407.MS1.140,"1/4"" X 1-3/4"" ", $2.75 , $2.33 , $1.24 , $1.11 ,,10,40705,,,,,
407.MS3.140,"1/4"" x 2-9/16"" ", $3.23 , $2.75 , $1.45 , $1.31 ,,10,40707,,,,,
407.MS4.140,"1/4"" x 4"" ", $6.30 , $5.36 , $2.84 , $2.55 ,,10,40708,,,,,
407.MS6.140,"1/4"" X 6"" ", $6.95 , $5.91 , $3.13 , $2.81 ,,10,40709,,,,,
407.MS8.140,"1/4"" X 8"" ", $8.73 , $7.42 , $3.93 , $3.53 ,,10,40710,,,,,
407.MS10.140,"1/4"" X 10"" ", $8.73 , $7.42 , $3.93 , $3.53 ,,10,40706,,,,,
,,,,,,,,,,,,,
407.MS1.380,"3/8"" x 1-3/4"" ", $3.23 , $2.75 , $1.45 , $1.31 ,,10,40711,,,,,
407.MS3.380,"3/8"" x 2-9/16"" ", $3.72 , $3.16 , $1.67 , $1.51 ,,10,40712,,,,,
407.MS4.380,"3/8"" X 4"" ", $6.30 , $5.36 , $2.84 , $2.55 ,,10,40713,,,,,
407.MS6.380,"3/8"" X 6"" ", $6.95 , $5.91 , $3.13 , $2.81 ,,10,40714,,,,,
407.MS8.380,"3/8"" X 8"" ", $8.73 , $7.42 , $3.93 , $3.53 ,,10,40715,,,,,
,,,,,,,,,,,,,
407.MS1.516,"5/16"" x 1-3/4"" ", $2.75 , $2.33 , $1.24 , $1.11 ,,10,40716,,,,,
407.MS3.516,"5/16"" x 2-9/16"" ", $3.23 , $2.75 , $1.45 , $1.31 ,,10,40718,,,,,
407.MS4.516,"5/16"" X 4"" ", $6.30 , $5.36 , $2.84 , $2.55 ,,10,40719,,,,,
407.MS6.516,"5/16"" X 6"" ", $6.95 , $5.91 , $3.13 , $2.81 ,,10,40720,,,,,
407.M68.516,"5/16"" X 8"" ", $8.73 , $7.42 , $3.93 , $3.53 ,,10,40721,,,,,
407.MS10.516,"5/16"" X 10"" ", $8.73 , $7.42 , $3.93 , $3.53 ,,10,40717,,,,,
,,,,,,,,,,,,,
407.MS1.716,"7/16"" x 1-3/4"" ", $5.82 , $4.94 , $2.62 , $2.36 ,,10,40722,,,,,
407.MS3.716,"7/16"" x 2-9/16"" ", $6.14 , $5.22 , $2.76 , $2.49 ,,10,40723,,,,,
407.MS4.716,"7/16"" X 4"" ", $6.79 , $5.77 , $3.05 , $2.75 ,,10,40750,,,,,
407.MS6.716,"7/16"" x 6"" ", $8.73 , $7.42 , $3.93 , $3.53 ,,10,40724,,,,,
,,,,,,,,,,,,,
MAG 407 - LOBULAR MAGNETIC NUT SETTER,,,,,,,,,,,,,
407.LM2.120,"1/2"" X 1-3/4""", $5.82 , $4.94 , $2.62 , $2.36 ,,10,40729,,,,,
407.LM3.120," 1/2 X 2-9/16"" ", $6.14 , $5.22 , $2.76 , $2.49 ,,10,40726,,,,,
407.LM4.120," 1/2"" X 4"" ", $6.79 , $5.77 , $3.05 , $2.75 ,,10,40727,,,,,
407.LM6.120," 1/2"" X 6"" ", $8.73 , $7.42 , $3.93 , $3.53 ,,10,40728,,,,,
407.LM12.120," 1/2"" X 12"" ", $15.67 , $13.32 , $7.05 , $6.35 ,,10,40725,,,,,
,,,,,,,,,,,,,
407.LM2.140," 1/4"" X 1-3/4"" ", $3.23 , $2.75 , $1.45 , $1.31 ,,10,40734,,,,,
407.LM3.140," 1/4"" X 2-9/16"" ", $3.72 , $3.16 , $1.67 , $1.51 ,,10,40731,,,,,
407.LM4.140," 1/4"" X 4"" ", $6.79 , $5.77 , $3.05 , $2.75 ,,10,40732,,,,,
407.LM6.140," 1/4"" X 6"" ", $7.76 , $6.59 , $3.49 , $3.14 ,,10,40733,,,,,
407.LM12.140," 1/4"" X 12"" ", $14.54 , $12.36 , $6.54 , $5.89 ,,10,40730,,,,,
,,,,,,,,,,,,,
407.LM2.380," 3/8"" X 1-3/4"" ", $3.56 , $3.02 , $1.60 , $1.44 ,,10,40739,,,,,
407.LM3.380," 3/8"" X 2-9/16"" ", $4.04 , $3.43 , $1.82 , $1.64 ,,10,40736,,,,,
407.LM4.380," 3/8"" X 4"" ", $7.11 , $6.04 , $3.20 , $2.88 ,,10,40737,,,,,
407.LM6.380," 3/8"" X 6"" ", $7.92 , $6.73 , $3.56 , $3.21 ,,10,40738,,,,,
407.LM12.380," 3/8"" X 12"" ", $14.87 , $12.64 , $6.69 , $6.02 ,,10,40735,,,,,
,,,,,,,,,,,,,
407.LM2.516," 5/16"" X 1-3/4"" ", $3.23 , $2.75 , $1.45 , $1.31 ,,10,40744,,,,,
407.LM3.516," 5/16"" X 2-9/16"" ", $3.56 , $3.02 , $1.60 , $1.44 ,,10,40741,,,,,
407.LM4.516," 5/16"" X 4"" ", $6.79 , $5.77 , $3.05 , $2.75 ,,10,40742,,,,,
407.LM6.516," 5/16"" X 6"" ", $7.76 , $6.59 , $3.49 , $3.14 ,,10,40743,,,,,
407.LM12.516," 5/16"" X 12"" ", $14.54 , $12.36 , $6.54 , $5.89 ,,10,40740,,,,,
,,,,,,,,,,,,,
407.LM2.716," 7/16"" X 1-3/4"" ", $5.82 , $4.94 , $2.62 , $2.36 ,,10,40749,,,,,
407.LM3.716," 7/16"" X 2-9/16"" ", $6.14 , $5.22 , $2.76 , $2.49 ,,10,40746,,,,,
407.LM4.716," 7/16"" X 4"" ", $6.79 , $5.77 , $3.05 , $2.75 ,,10,40747,,,,,
407.LM6.716," 7/16"" X 6"" ", $8.73 , $7.42 , $3.93 , $3.53 ,,10,40748,,,,,
407.LM12.716," 7/16"" X 12"" ", $15.67 , $13.32 , $7.05 , $6.35 ,,10,40745,,,,,
,,,,,,,,,,,,,
MAG408 - ACR POWER INSERT BIT,,,,,,,,,,,,,
408.ACR1.1,"#1 X 1"" ", $0.65 , $0.55 , $0.29 , $0.26 ,,50,40801,,,,,
408.ACR2.1,"#1 X 2"" ", $1.13 , $0.96 , $0.51 , $0.46 ,,50,40802,,,,,
408.ACR3.1,"#1 X 2-3/4"" ", $1.62 , $1.37 , $0.73 , $0.65 ,,20,40803,,,,,
408.ACR4.1,"#1 X 3-1/2"" ", $2.10 , $1.79 , $0.95 , $0.85 ,,20,40804,,,,,
408.ACR6.1,"#1 X 6"" ", $3.72 , $3.16 , $1.67 , $1.51 ,,10,40805,,,,,
,,,,,,,,,,,,,
408.ACR1.2,"#2 X 1"" ", $0.65 , $0.55 , $0.29 , $0.26 ,,50,40806,,,,,
408.ACR2.2,"#2 X 2"" ", $1.13 , $0.96 , $0.51 , $0.46 ,,50,40807,,,,,
408.ACR3.2,"#2 X 2-3/4"" ", $1.62 , $1.37 , $0.73 , $0.65 ,,20,40808,,,,,
408.ACR4.2,"#2 X 3-1/2"" ", $2.10 , $1.79 , $0.95 , $0.85 ,,20,40809,,,,,
408.ACR6.2,"#2 X 6"" ", $3.72 , $3.16 , $1.67 , $1.51 ,,10,40810,,,,,
408.ACR1.2R,"#2 REDUCED X 1"" ", $0.65 , $0.55 , $0.29 , $0.26 ,,50,40811,,,,,
,,,,,,,,,,,,,
408.ACR1.3,"#3 X 1"" ", $0.65 , $0.55 , $0.29 , $0.26 ,,50,40812,,,,,
408.ACR2.3,"#3 X 2"" ", $1.13 , $0.96 , $0.51 , $0.46 ,,50,40813,,,,,
408.ACR3.3,"#3 X 2-3/4"" ", $1.62 , $1.37 , $0.73 , $0.65 ,,20,40814,,,,,
408.ACR4.3,"#3 X 3-1/2"" ", $2.10 , $1.79 , $0.95 , $0.85 ,,20,40815,,,,,
408.ACR6.3,"#3 X 6"" ", $3.72 , $3.16 , $1.67 , $1.51 ,,10,40816,,,,,
,,,,,,,,,,,,,
MAG409 - PHILLIPS REDUCED INSERT BITS,,,,,,,,,,,,,
409.PR1.1,"#1 X 1""", $0.39 , $0.33 , $0.17 , $0.16 ,,50,40901,,,,,
409.PR1.2,"#2 X 1""", $0.39 , $0.33 , $0.17 , $0.16 ,,50,40902,,,,,
409.PR1.3,"#3 X 1""", $0.39 , $0.33 , $0.17 , $0.16 ,,50,40903,,,,,
409.PR2.2,"#2 X 2""", $0.78 , $0.66 , $0.35 , $0.31 ,,50,40904,,,,,
,,,,,,,,,,,,,
409.PI1.0,"#0 X 1""", $0.39 , $0.33 , $0.17 , $0.16 ,,50,40905,,,,,
409.PI1.1,"#1 X 1""", $0.39 , $0.33 , $0.17 , $0.16 ,,50,40906,,,,,
409.PI1.2,"#2 X 1""", $0.39 , $0.33 , $0.17 , $0.16 ,,50,40907,,,,,
409.PI1.3,"#3 X 1""", $0.39 , $0.33 , $0.17 , $0.16 ,,50,40908,,,,,
409.PI1.4,"#4 X 1""", $0.65 , $0.55 , $0.29 , $0.26 ,,50,40909,,,,,
409.PI1.2H,#2 PHILLIP FULL HEX , $0.39 , $0.33 , $0.17 , $0.16 ,,50,40919,,,,,
,,,,,,,,,,,,,
409.PB0.2,"#0 X 2""", $0.78 , $0.66 , $0.35 , $0.31 ,,50,40910,,,,,
409.PB2.1,"#1 X 2""", $0.78 , $0.66 , $0.35 , $0.31 ,,50,40911,,,,,
409.PB3.1,"#1 X 2-3/4""", $1.16 , $0.99 , $0.52 , $0.47 ,,20,40912,,,,,
409.PB4.1,"#1 X 3-1/2""", $1.55 , $1.32 , $0.70 , $0.63 ,,20,40913,,,,,
409.PB6.1,"#1 X 6""", $3.23 , $2.75 , $1.45 , $1.31 ,,10,40914,,,,,
,,,,,,,,,,,,,
409.PB2.2,"#2 X 2""", $0.78 , $0.66 , $0.35 , $0.31 ,,50,40915,,,,,
409.PB3.2,"#2 X 2-3/4""", $1.16 , $0.99 , $0.52 , $0.47 ,,20,40916,,,,,
409.PB4.2,"#2 X 3-1/2""", $1.55 , $1.32 , $0.70 , $0.63 ,,20,40917,,,,,
409.PB6.2,"#2 X 6""", $3.23 , $2.75 , $1.45 , $1.31 ,,10,40918,,,,,
,,,,,,,,,,,,,
409.PB2.3,"#3  X 2""", $0.78 , $0.66 , $0.35 , $0.31 ,,50,40920,,,,,
409.PB3.3,"#3  X 2-3/4""", $1.16 , $0.99 , $0.52 , $0.47 ,,20,40921,,,,,
409.PB4.3,"#3  X 3-1/2""", $1.55 , $1.32 , $0.70 , $0.63 ,,20,40922,,,,,
409.PB6.3,"#3  X 6""", $3.23 , $2.75 , $1.45 , $1.31 ,,10,40923,,,,,
,,,,,,,,,,,,,
410.PI1.1,"1-1/4"" X #1, 5/16"" HEX", $1.45 , $1.24 , $0.65 , $0.59 ,,50,41001,,,,,
410.PI1.2,"1-1/4"" X #2, 5/16"" HEX", $1.45 , $1.24 , $0.65 , $0.59 ,,50,41002,,,,,
410.PI1.3,"1-1/4"" X #3, 5/16"" HEX", $1.45 , $1.24 , $0.65 , $0.59 ,,50,41003,,,,,
410.PI1.4,"1-1/4"" X #4, 5/16"" HEX", $1.45 , $1.24 , $0.65 , $0.59 ,,50,41004,,,,,
,,,,,,,,,,,,,
MAG411 - POSIDRIV INSERT BIT,,,,,,,,,,,,,
411.PZ1.1,"1"" X #1", $0.65 , $0.55 , $0.29 , $0.26 ,,50,41101,,,,,
411.PZ1.2,"1"" X #2", $0.65 , $0.55 , $0.29 , $0.26 ,,50,41102,,,,,
411.PZ1.3,"1"" X #3", $0.65 , $0.55 , $0.29 , $0.26 ,,50,41103,,,,,
,,,,,,,,,,,,,
411.PZ2.1,"1-15/16"" X #1 REDUCED", $1.29 , $1.10 , $0.58 , $0.52 ,,50,41104,,,,,
411.PZ2.2,"1-15/16"" X #2 REDUCED", $1.29 , $1.10 , $0.58 , $0.52 ,,50,41105,,,,,
411.PZ2.3,"1-15/16"" X #3 REDUCED", $1.29 , $1.10 , $0.58 , $0.52 ,,50,41106,,,,,
,,,,,,,,,,,,,
MAG412 - SLOTTED POWER BIT,,,,,,,,,,,,,
412.SL1.5,"1"" X 5MM (#4-#5)", $0.39 , $0.33 , $0.17 , $0.16 ,,50,41201,,,,,
412.SL1.6,"1"" X 6MM(#6-#8)", $0.39 , $0.33 , $0.17 , $0.16 ,,50,41202,,,,,
412.SL1.7,"1"" X 7MM (#8-#12)", $0.39 , $0.33 , $0.17 , $0.16 ,,50,41203,,,,,
412.SI1.8,"1-1/2"" X #8, 5/16"" HEX", $1.16 , $0.99 , $0.52 , $0.47 ,,50,41204,,,,,
412.SI1.10,"1-1/2"" X #10, 5/16"" HEX", $1.16 , $0.99 , $0.52 , $0.47 ,,50,41205,,,,,
412.SL2.5,"2"" X 5MM(#4-#5)", $0.78 , $0.66 , $0.35 , $0.31 ,,50,41206,,,,,
412.SL2.6,"2"" X 6MM (#6-#8)", $0.78 , $0.66 , $0.35 , $0.31 ,,50,41207,,,,,
412.SL2.7,"2"" X 7MM(#8-#12)", $0.78 , $0.66 , $0.35 , $0.31 ,,50,41208,,,,,
412.SL2.8,"2"" X 8MM(#10-#12)", $0.78 , $0.66 , $0.35 , $0.31 ,,50,41209,,,,,
,,,,,,,,,,,,,
MAG413 -SPANNER INSERT BIT ,,,,,,,,,,,,,
413.SP1.4,"1"" X #4", $1.23 , $1.04 , $0.55 , $0.50 ,,50,41301,,,,,
413.SP1.6,"1"" X #6", $1.23 , $1.04 , $0.55 , $0.50 ,,50,41302,,,,,
413.SP1.8,"1"" X #8", $1.23 , $1.04 , $0.55 , $0.50 ,,50,41303,,,,,
413.SP1.10,"1"" X #10", $1.23 , $1.04 , $0.55 , $0.50 ,,50,41304,,,,,
413.SP1.12,"1"" X #12", $1.23 , $1.04 , $0.55 , $0.50 ,,50,41305,,,,,
,,,,,,,,,,,,,
MAG414 - DRYWALL DRIVER INSERT BIT,,,,,,,,,,,,,
414.DWD.1,DRY WALL DRIVER (INDENTER), $2.42 , $2.06 , $1.09 , $0.98 ,,50,41401,,,,,
414.DWD.2,"DRY WALL DRIVER (INDENTER)-2""", $3.88 , $3.30 , $1.75 , $1.57 ,,20,41402,,,,,
,,,,,,,,,,,,,
MAG415 - PHILLIPS SQUARE INSERT BIT,,,,,,,,,,,,,
415.PSQ2.1,"1"" PHILLIP SQUARE #2 COMBO BIT", $1.49 , $1.26 , $0.67 , $0.60 ,,50,41501,,,,,
415.PSQ2.2,"2"" PHILLIP SQUARE #2 COMBO BIT", $1.99 , $1.69 , $0.90 , $0.81 ,,50,41502,,,,,
,,,,,,,,,,,,,
MAG416 - SQUARE DRIVE INSERT,,,,,,,,,,,,,
416.SQ0.1,"1"" X #0", $0.48 , $0.41 , $0.22 , $0.20 ,,50,41601,,,,,
416.SQ1.1,"1"" X #1", $0.48 , $0.41 , $0.22 , $0.20 ,,50,41602,,,,,
416.SQ2.1,"2"" X #1", $0.97 , $0.82 , $0.44 , $0.39 ,,50,41605,,,,,
416.SQ3.1,"2-3/4"" X #1", $1.45 , $1.24 , $0.65 , $0.59 ,,20,41606,,,,,
416.SQ4.1,"3-1/2"" X #1", $1.62 , $1.37 , $0.73 , $0.65 ,,20,41607,,,,,
416.SQ6.1,"6"" X #1", $3.88 , $3.30 , $1.75 , $1.57 ,,10,41608,,,,,
,,,,,,,,,,,,,
416.SQ1.2,"1"" X #2", $0.48 , $0.41 , $0.22 , $0.20 ,,50,41603,,,,,
416.SQ2.2,"2"" X #2", $0.97 , $0.82 , $0.44 , $0.39 ,,50,41609,,,,,
416.SQ3.2,"2-3/4"" X #2", $1.45 , $1.24 , $0.65 , $0.59 ,,20,41610,,,,,
416.SQ4.2,"3-1/2"" X #2", $1.62 , $1.37 , $0.73 , $0.65 ,,20,41611,,,,,
416.SQ6.2,"6"" X #2", $3.88 , $3.30 , $1.75 , $1.57 ,,10,41612,,,,,
,,,,,,,,,,,,,
416.SQ1.3,"1"" X #3", $0.48 , $0.41 , $0.22 , $0.20 ,,50,41604,,,,,
416.SQ2.3,"2"" X #3", $0.97 , $0.82 , $0.44 , $0.39 ,,50,41613,,,,,
416.SQ3.3,"2-3/4"" X #3", $1.45 , $1.24 , $0.65 , $0.59 ,,20,41614,,,,,
416.SQ4.3,"3-1/2"" X #3", $1.62 , $1.37 , $0.73 , $0.65 ,,20,41615,,,,,
416.SQ6.3,"6"" X #3", $3.88 , $3.30 , $1.75 , $1.57 ,,10,41616,,,,,
,,,,,,,,,,,,,
MAG417 - STAR INSERT BIT,,,,,,,,,,,,,
417.ST1.6,"1"" X  T-6", $0.81 , $0.69 , $0.36 , $0.33 ,,50,41701,,,,,
417.ST1.7,"1"" X  T-7", $0.81 , $0.69 , $0.36 , $0.33 ,,50,41702,,,,,
417.ST1.8,"1"" X  T-8", $0.81 , $0.69 , $0.36 , $0.33 ,,50,41703,,,,,
417.ST1.9,"1"" X  T-9", $0.81 , $0.69 , $0.36 , $0.33 ,,50,41704,,,,,
417.ST1.10,"1"" X  T-10", $0.81 , $0.69 , $0.36 , $0.33 ,,50,41705,,,,,
417.ST1.15,"1"" X  T-15", $0.81 , $0.69 , $0.36 , $0.33 ,,50,41706,,,,,
417.ST1.20,"1"" X  T-20", $0.81 , $0.69 , $0.36 , $0.33 ,,50,41707,,,,,
417.ST1.25,"1"" X  T-25", $0.81 , $0.69 , $0.36 , $0.33 ,,50,41708,,,,,
417.ST1.27,"1"" X  T-27", $0.81 , $0.69 , $0.36 , $0.33 ,,50,41709,,,,,
417.ST1.30,"1"" X  T-30", $0.81 , $0.69 , $0.36 , $0.33 ,,50,41710,,,,,
417.ST1.40,"1"" X  T-40", $0.81 , $0.69 , $0.36 , $0.33 ,,50,41711,,,,,
,,,,,,,,,,,,,
417.PB2.8,"T8 X 2"" ", $1.13 , $0.96 , $0.51 , $0.46 ,,50,41712,,,,,
417.PB2.9,"T9 X 2"" ", $1.13 , $0.96 , $0.51 , $0.46 ,,50,41713,,,,,
417.PB2.10,"T10 X 2"" ", $1.13 , $0.96 , $0.51 , $0.46 ,,50,41714,,,,,
417.PB2.15,"T15 X 2"" ", $1.13 , $0.96 , $0.51 , $0.46 ,,50,41715,,,,,
