Customer:,,,,,M & M ELECTRICAL SUPPLY COMPANY INC,,,,,,,,,,,,,,,,
Account Number:,,,,,,,,,,,,,,,,,,,,,
Agreement Number:,,,,,P51214A,,,,,,,,,,,,,,,,
Effective Date:,,,,,8/1/2022,,,,,,,,,,,,,,,,
x,,,,,Price shown in Column K is the Net Price after SPA discount per each. ,,,,,,,,,,,,,,,,
x,,,,,"Net price calculated using VPG discount off price sheet in effect.  Net prices expire with the cancellation date of the August 1, 2022 price sheet.",,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
Catalog No.,Stock,Shelf Ctn.,Breakable,UPC #,VPG,VPG % Disc, Net Dist. Price ,Calculated,Rounded SPA Price,Distributor Net Price Per Each,Product Description,,,,,,,,,,
ECNR250,S,1,Never,782634507505,DX,65.00%, $169.38 , $59.2830 ,$59.28 ,$59.28 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECNR3,S,10,Never,782634506997,DX,65.00%, $16.23 , $5.6805 ,$5.68 ,$5.68 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECNR3.2,N,10,Never,782634507185,DX,65.00%, $16.23 , $5.6805 ,$5.68 ,$5.68 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECNR5,S,10,Never,782634507222,DX,65.00%, $15.80 , $5.5300 ,$5.53 ,$5.53 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECNR35,S,10,Never,782634507352,DX,65.00%, $16.58 , $5.8030 ,$5.80 ,$5.80 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECNR4,N,10,Never,782634507208,DX,65.00%, $16.23 , $5.6805 ,$5.68 ,$5.68 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECNR45,S,10,Never,782634507376,DX,65.00%, $16.58 , $5.8030 ,$5.80 ,$5.80 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECNR5.6,N,10,Never,782634507239,DX,65.00%, $15.00 , $5.2500 ,$5.25 ,$5.25 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECNR500,S,1,Never,782634507550,DX,65.00%, $257.90 , $90.2650 ,$90.27 ,$90.27 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECNR4.5,N,10,Never,782634507215,DX,65.00%, $16.23 , $5.6805 ,$5.68 ,$5.68 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECNR450,S,1,Never,782634507543,DX,65.00%, $257.90 , $90.2650 ,$90.27 ,$90.27 ,RK5 250V TIME-DELAY FUSE,,,,,,,,,,
ECNR50,S,10,Never,782634507383,DX,65.00%, $16.58 , $5.8030 ,$5.80 ,$5.80 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECNR6.25,N,10,Never,782634507246,DX,65.00%, $15.50 , $5.4250 ,$5.43 ,$5.43 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECNR600,S,1,Never,782634507567,DX,65.00%, $257.90 , $90.2650 ,$90.27 ,$90.27 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECNR60,S,10,Never,782634507390,DX,65.00%, $16.58 , $5.8030 ,$5.80 ,$5.80 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECNR7,N,10,Never,782634507253,DX,65.00%, $15.50 , $5.4250 ,$5.43 ,$5.43 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECNR70,S,5,Never,782634507406,DX,65.00%, $39.09 , $13.6815 ,$13.68 ,$13.68 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECNR75,N,5,Never,782634507574,DX,65.00%, $50.24 , $17.5840 ,$17.58 ,$17.58 ,RK5 250V TIME-DELAY FUSE,,,,,,,,,,
ECNR8,S,10,Never,782634507260,DX,65.00%, $15.50 , $5.4250 ,$5.43 ,$5.43 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECNR80,S,5,Never,782634507413,DX,65.00%, $39.09 , $13.6815 ,$13.68 ,$13.68 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECNR9,N,10,Never,782634507277,DX,65.00%, $15.50 , $5.4250 ,$5.43 ,$5.43 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECNR90,S,5,Never,782634507420,DX,65.00%, $39.09 , $13.6815 ,$13.68 ,$13.68 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
ECSR.15,N,10,Never,782634508014,DY,65.00%, $34.87 , $12.2045 ,$12.20 ,$12.20 ,"UL CLASS RK-5 TIME DELAY,",,,,,,,,,,
