Item,Item Description,"Plat Plus 
Net Price",Cost Unit of Measure,STD PACK Qty,Bag QTY, Weight per 100 , Suggested Trade , Suggested Retail Price ,Stocking Indicator,ABC Code,Class,NAED/UPC Number,UNSPSC,Brand,,,,,,
13-1H1,Hex-Lok ULTRA Tan H1 500/Bg                                 ,$22.28,BG,5,500, 236.6 ,$28.90,$32.11,N ,D  ,WIC,032076024734,39121445       ,Gardner Bender,,,,,,
13-2G2,Uni-Lok Red G2 500/Bag 5Bags/Master                         ,$33.42,BG,5,500, 309.4 ,$43.34,$48.16,N ,D  ,STC,032076894191,39121445       ,Gardner Bender,,,,,,
13-2H2,Hex-Lok Gray H2 250/Bag 5Ba   gs/Master                     ,$20.89,BG,5,250, 260.6 ,$27.09,$30.10,N ,D  ,STC,032076024796,39121445       ,Gardner Bender,,,,,,
13-410,Crimp Connector  Steel  18-10 AWG  500/Bag  20Bags/Master   ,$18.54,BG,20,500, 76.6 ,$24.04,$26.71,N ,D  ,CRC,032076134105,39121448       ,Gardner Bender,,,,,,
14-001,WireGard Grey GB-1 1000/Bag    10Bags/Master                ,$15.36,BG,10,1000, 118.8 ,$19.92,$22.13,N ,D  ,STC,032076930035,39121445       ,Gardner Bender,,,,,,
14-002,WireGard Blue GB-2 1000/Bag   s/Master                      ,$18.19,BG,10,1000, 173.8 ,$23.59,$26.21,N ,D  ,STC,032076930059,39121445       ,Gardner Bender,,,,,,
14-075,Alligator Clip Non-Ins 22-14 AWG 1-1/4in 4/Cd 10Cds/Master  ,$0.89,EA,10,4, 2.8 ,$1.14,$1.27,N ,D  ,ALC,032076140755,39121702       ,Gardner Bender,,,,,,
14-076,Alligator Clip  Non-Ins  22-14 AWG  2in 4/Cd  10Cds/Master  ,$0.92,EA,10,4, 4.5 ,$1.19,$1.32,N ,D  ,ALC,032076140762,39121702       ,Gardner Bender,,,,,,
14-077,Alligator Clip Barrel-Ins22-  14 AWG 2in 2/Cd               ,$0.92,EA,10,1, 3.4 ,$1.19,$1.32,N ,D  ,ALC,032076140779,39121702       ,Gardner Bender,,,,,,
14-078,Alligator Clip  Fully-Ins  22-14 AWG  2in 2/Cd  10Cds/Master,$1.13,EA,10,2, 4.3 ,$1.47,$1.63,N ,D  ,ALC,032076140786,39121702       ,Gardner Bender,,,,,,
14-095,TERMINAL RING 6 AWG STUD SIZE 1/4 BLUE  4/CD 10CDS/MASTER   ,$3.20,EA,10,4, 8.0 ,$4.15,$4.61,N ,D  ,RIN,032076046170,39121405       ,Gardner Bender,,,,,,
14-096,TERMINAL RING 6 AWG STUD SIZE 3/8 BLUE  4/CD 10CDS/MASTER   ,$3.09,EA,10,4, 8.3 ,$4.00,$4.44,N ,D  ,RIN,032076046187,39121405       ,Gardner Bender,,,,,,
14-097,TERMINAL RING 6 AWG STUD SIZE 1/2 BLUE  4/CD 10CDS/MASTER   ,$3.42,EA,10,4, 10.4 ,$4.44,$4.93,N ,D  ,RIN,032076046194,39121405       ,Gardner Bender,,,,,,
14-098,TERMINAL RING 4 AWG STUD SIZE 3/8 YELLOW  4/CD 10CDS/MASTER ,$3.70,EA,10,4, 11.0 ,$4.80,$5.33,N ,D  ,RIN,032076046200,39121405       ,Gardner Bender,,,,,,
14-099,TERMINAL RING 4 AWG STUD SIZE 1/2 YELLOW  4/CD 10CDS/MASTER ,$2.89,EA,10,4, 13.3 ,$3.75,$4.16,N ,D  ,RIN,032076046217,39121405       ,Gardner Bender,,,,,,
14-505,Battery Charging Clip  5 Amp  4/Cd  10Cds/Master            ,$1.04,EA,10,4, 4.9 ,$1.34,$1.49,N ,D  ,ALC,032076145057,26111704       ,Gardner Bender,,,,,,
14-510,Battery Charging Clip  10 Amp  4/Cd  10Cds/Master           ,$2.22,EA,10,4, 6.4 ,$2.88,$3.20,N ,D  ,ALC,032076145101,26111704       ,Gardner Bender,,,,,,
14-520,Battery Charging Clip  20 Amp  2/Cd  10Cds/Master           ,$1.37,EA,10,2, 8.2 ,$1.77,$1.97,N ,D  ,ALC,032076145200,26111704       ,Gardner Bender,,,,,,
14-530,Battery Charging Clip  30 Amp  2/Cd  10Cds/Master           ,$2.81,EA,10,2, 11.5 ,$3.64,$4.04,N ,D  ,ALC,032076145309,26111704       ,Gardner Bender,,,,,,
14-550,Battery Charging Clip  50 Amp  1/Cd  10Cds/Master           ,$1.72,EA,10,1, 10.8 ,$2.24,$2.48,N ,D  ,ALC,032076145507,26111704       ,Gardner Bender,,,,,,
14-610,Battery Clamp 10 Amp Copper Clad-1Rd 1Blk  2/Cd 10Cds/Master,$2.07,EA,10,2, 5.2 ,$2.69,$2.99,N ,D  ,ALC,032076146108,26111720       ,Gardner Bender,,,,,,
14-630,Battery Clamp 30 Amp CopperC  lad-1Rd1Blk 2/Cd              ,$2.18,EA,10,1, 9.2 ,$2.83,$3.14,N ,D  ,BCL,032076146306,26111720       ,Gardner Bender,,,,,,
14-GRC,Clamp Ground rod Bronze 1/2in-1in 10-2 AWG 1/Cd 10 Cds/Maste,$4.16,CO,10,1, 22.6 ,$5.39,$5.99,N ,D  ,SPC,032076141950,39121408       ,Gardner Bender,,,,,,
14-WPI,SCREWS  WALL PLATE  IVORY  10/CD  10CDS/MASTER              ,$0.67,EA,10,10, 3.9 ,$0.92,$1.02,N ,D  ,SCA,032076148126,39121704       ,Gardner Bender,,,,,,
14-WPW,SCREWS  WALL PLATE  WHITE  10/CD  10CDS/MASTER              ,$0.67,EA,10,10, 3.8 ,$0.92,$1.02,N ,D  ,SCA,032076148119,39121704       ,Gardner Bender,,,,,,
15-090,Nylon Pigtail Connector 22-10 AWG White 15/Clam 5 Clams     ,$2.49,CO,5,15, 7.2 ,$3.22,$3.58,N ,D  ,CRC,032076075200,39121448       ,Gardner Bender,,,,,,
15-095,8AWG 1/4in VINYL RING TERMINAL5PK                           ,$1.30,EA,5,5, 6.0 ,$1.67,$1.86,N ,D  ,RIN,032076921385,39121405       ,Gardner Bender,,,,,,
15-096,TERMINAL RING 6 AWG STUD SIZE 3/8 BLUE 4/CLAM 5 CLAMS/MASTER,$3.41,CO,5,4, 7.0 ,$4.43,$4.92,N ,D  ,RIN,032076075224,39121405       ,Gardner Bender,,,,,,
15-098,TERMINAL RING 4 AWG STUD SIZE 3/8in YELLOW 4/CLAM 5 CLAMS   ,$3.41,CO,5,4, 9.6 ,$4.43,$4.92,N ,D  ,RIN,032076075231,39121405       ,Gardner Bender,,,,,,
15-101,RING VINYL 22-18 AWG  STUD 4-6  10                          ,$0.82,EA,5,10, 4.2 ,$1.06,$1.18,N ,D  ,RIN,032076921286,39121405       ,Gardner Bender,,,,,,
15-102,RING VINYL 22-18 AWG  STUD 8-10  10                         ,$0.97,EA,5,10, 4.6 ,$1.25,$1.39,N ,D  ,RIN,032076921309,39121405       ,Gardner Bender,,,,,,
15-103,RING VINYL 16-14 AWG  STUD 4-6  10                          ,$1.04,EA,5,10, 4.6 ,$1.34,$1.49,N ,D  ,RIN,032076921347,39121405       ,Gardner Bender,,,,,,
15-104,TERMINAL RING 16-14 AWG 8-10 STUD BLUE 15/CLAM 5 CLAMS      ,$1.74,CO,5,15, 6.2 ,$2.25,$2.50,N ,D  ,RIN,032076074999,39121405       ,Gardner Bender,,,,,,
15-106,TERMINAL RING 12-10 AWG 8-10 STUD YELLOW 15/CLAM 5 CLAMS    ,$0.99,CO,5,15, 8.6 ,$1.29,$1.43,N ,D  ,RIN,032076075132,39121405       ,Gardner Bender,,,,,,
15-107,TERMINAL RING 12-10 AWG STUD  12-14in YELLOW 15/CLAM 5 CLAMS,$2.18,CO,5,15, 9.8 ,$2.83,$3.14,N ,D  ,RIN,032076075316,39121405       ,Gardner Bender,,,,,,
15-108,TERMINAL RING 12-10 AWG 5/16-3/8in STUD YELLOW 15/CLAM      ,$2.28,CO,5,15, 42.4 ,$2.96,$3.29,N ,D  ,RIN,032076075002,39121405       ,Gardner Bender,,,,,,
15-111,SPADE VINYL 22-18 AWG  STUD 4-6  10                         ,$0.97,EA,5,10, 4.4 ,$1.25,$1.39,N ,D  ,SPM,032076921163,39121405       ,Gardner Bender,,,,,,
15-112,SPADE VINYL 22-18 AWG  STUD 8-10  10                        ,$0.97,EA,5,10, 4.6 ,$1.25,$1.39,N ,D  ,SPM,032076921187,39121405       ,Gardner Bender,,,,,,
15-113,SPADE VINYL 16-14 AWG  STUD 4-6  10                         ,$1.04,EA,5,10, 4.8 ,$1.34,$1.49,N ,D  ,SPM,032076921200,39121405       ,Gardner Bender,,,,,,
15-114,TERMINAL SPADE 16-14 AWG 8-10 STUD BLUE 15/CLAM 5 CLAMS     ,$1.29,CO,5,15, 5.6 ,$1.66,$1.85,N ,D  ,SPM,032076075163,39121405       ,Gardner Bender,,,,,,
15-116,TERMINAL SPADE 12-10 AWG 8-10 STUD YELLOW 15/CLAM 5 CLAMS   ,$1.29,CO,5,15, 8.6 ,$1.66,$1.85,N ,D  ,SPM,032076075170,39121405       ,Gardner Bender,,,,,,
15-120,Butt Splice Assortment  22-10 AWG  15/Clam  5 Clams/Master  ,$1.19,CO,5,15, 7.0 ,$1.53,$1.70,N ,D  ,GBS,032076075408,39121405       ,Gardner Bender,,,,,,
15-121,Butt Splice  22-16 AWG  Red  15/Clam  5 Clams/Master        ,$1.29,CO,5,15, 5.6 ,$1.66,$1.85,N ,D  ,GBS,032076075033,39121405       ,Gardner Bender,,,,,,
15-123,Butt Splice  16-14 AWG  15/Clam  5 Clams/Master             ,$1.33,CO,5,15, 6.2 ,$1.73,$1.92,N ,D  ,GBS,032076075040,39121405       ,Gardner Bender,,,,,,
15-126,Butt Splice  12-10 AWG  Yellow  15/Clam  5 Clams/Master     ,$1.97,CO,5,15, 9.6 ,$2.54,$2.82,N ,D  ,GBS,032076075057,39121405       ,Gardner Bender,,,,,,
15140,3/4in X 1/2in FPT END OF LINE DRAIN 10/BAG 1 BAG/MASTER     ,$23.95,BG,1,10, 90.0 ,$41.48,$46.09,N ,D  ,PVC,719362151403,40141739       ,King,,,,,,
15-143F,Disconnect F 16-14 AWG 0.250inTab Blue 15/ Clam 5/ Clams    ,$1.70,CO,5,15, 5.8 ,$2.20,$2.45,N ,D  ,DIS,032076075118,39121405       ,Gardner Bender,,,,,,
15-143M,Disconnect M 16-14 AWG 0.250inTab Blue 14/Clams 5 Clams     ,$1.65,CO,5,15, 5.4 ,$2.14,$2.38,N ,D  ,DIS,032076075330,39121405       ,Gardner Bender,,,,,,
15-145F,Disconnect F 12-10 AWG 0.250inTab Yellow 15/Clam 5 Clams    ,$1.70,CO,5,15, 6.4 ,$2.20,$2.45,N ,D  ,DIS,032076075323,39121405       ,Gardner Bender,,,,,,
15-145M,Disconnect M 12-10 AWG 0.250inTab Yellow 15/Clam 5 Clams    ,$0.75,CO,5,15, 5.4 ,$1.49,$1.65,N ,D  ,DIS,032076077501,39121405       ,Gardner Bender,,,,,,
15-146F,Disconnect F 22-16 AWG 0.187 Tab Red  10/Clam 5 Clams/Master,$1.19,CO,5,10, 5.4 ,$1.53,$1.70,N ,D  ,DIS,032076938857,39121405       ,Gardner Bender,,,,,,
15-146M,Disconnect M 22-16 AWG 0.187 Tab Red  10/Clam 5 Clams/Master,$1.19,CO,5,10, 5.4 ,$1.53,$1.70,N ,D  ,DIS,032076938871,39121405       ,Gardner Bender,,,,,,
15-148F,Disconnect F 16-14 AWG 0.187 Tab Blue 10/Clam 5 Clams/Master,$1.19,CO,5,10, 5.4 ,$1.53,$1.70,N ,D  ,DIS,032076938895,39121405       ,Gardner Bender,,,,,,
15-148M,Disconnect M 16-14 AWG 0.187 Tab Blue 10/Clam 5 Clams/Master,$1.19,CO,5,10, 5.4 ,$1.53,$1.70,N ,D  ,DIS,032076938925,39121405       ,Gardner Bender,,,,,,
15-151F,Disc Female Fully Insulated 25in Tab 22-16AWG Red 15/CL 5/CL,$1.38,CO,5,15, 6.4 ,$1.78,$1.98,N ,D  ,DIS,032076075095,39121405       ,Gardner Bender,,,,,,
15-151M,Disc Male Fully Insulated 25inTab 22-16 AWG Red 15/CL 5/CL  ,$1.38,CO,5,15, 7.6 ,$1.78,$1.98,N ,D  ,DIS,032076075071,39121405       ,Gardner Bender,,,,,,
15-152P,Disc Asst M/F Fully Ins 25in Tab 22-14 AWG Red/Bl 12/CL 5/CL,$2.06,CO,5,12, 6.2 ,$2.68,$2.98,N ,D  ,DIS,032076075347,39121405       ,Gardner Bender,,,,,,
15-153F,F.I. Disconnect F 16-14 AWG 0.250in Tab Blue 15/Clam 5 Clams,$1.40,CO,5,15, 6.6 ,$1.81,$2.02,N ,D  ,DIS,032076075217,39121405       ,Gardner Bender,,,,,,
15-153M,Disc Male Fully Insulated 25inTab 16-14 AWG Blue 15/CL 5/CL ,$1.70,CO,5,15, 8.0 ,$2.20,$2.45,N ,D  ,DIS,032076075088,39121405       ,Gardner Bender,,,,,,
15-155F,Disc Female Fully Ins 25in Tab12-10 AWG Yellow 10/CL 5/CL   ,$1.52,CO,5,10, 6.0 ,$1.98,$2.20,N ,D  ,DIS,032076921149,39121405       ,Gardner Bender,,,,,,
15-155M,Disc Male Fully Ins 25in Tab 12-10 AWG Yellow 10/CL 5/CL    ,$1.87,CO,5,10, 7.2 ,$2.42,$2.69,N ,D  ,DIS,032076921125,39121405       ,Gardner Bender,,,,,,
15-162P,#12-10 AWG Fully-Insulated Bullet Splice (0.156in Tab)Female,$1.09,EA,5,10, 5.4 ,$1.41,$1.57,N ,D  ,DIS,032076921583,39121405       ,Gardner Bender,,,,,,
15-163P,Bullet Disconnect M/F Pairs 16-14 AWG 0156in Plug Blue 10/CL,$1.03,CO,5,10, 4.8 ,$1.32,$1.46,N ,D  ,DIS,032076921569,39121405       ,Gardner Bender,,,,,,
15-182,Disconnect Kit F 22-16 AWG 0110 0187 & 025 Tab 15/CL 5/CL   ,$1.70,CO,5,15, 5.2 ,$2.20,$2.45,N ,D  ,DIS,032076078157,39121405       ,Gardner Bender,,,,,,
15-184,Disconnect Kit F 16-14 AWG 0110 0187 & 025 Tab 15/CL 5 Clams,$1.70,CO,5,15, 5.2 ,$2.20,$2.45,N ,D  ,DIS,032076078164,39121405       ,Gardner Bender,,,,,,
15-2210,Tap Splice Assortment 22-10 AWG Red  10/Clam 5 Clams/Master ,$4.16,CO,5,10, 8.6 ,$5.39,$5.99,N ,D  ,TAP,032076075354,39121405       ,Gardner Bender,,,,,,
15-2214,TERMINAL RING ASSORTMENT 22-14 AWG STUD  4-6 14/CLAM 5 CLAMS,$1.81,CO,5,14, 5.1 ,$2.35,$2.62,N ,D  ,RIN,032076074760,39121405       ,Gardner Bender,,,,,,
15-2216,TERMINALS SPADE ASSORTED 22-18 16-14 8-10 STUD 14/CL 10/Mas ,$1.74,CO,10,14, 5.3 ,$2.25,$2.50,N ,D  ,SPM,032076075460,39121405       ,Gardner Bender,,,,,,
16-001N,WireGard Gray GB-1 Small Jar   150/Jar 6Jars/Master         ,$5.44,CO,6,150, 27.7 ,$7.05,$7.84,N ,D  ,STC,032076049751,39121445       ,Gardner Bender,,,,,,
16-002,WireGard Blue GB-2 Small Jar   150/Jar 6Jars/Master         ,$5.28,CO,6,150, 36.0 ,$6.85,$7.61,N ,D  ,STC,032076049768,39121445       ,Gardner Bender,,,,,,
16-003,WireGard Orange GB-3 Small J  ar 100/Jar 6Jars/Master (rep  ,$3.92,CO,6,100, 38.0 ,$5.09,$5.65,N ,D  ,STC,032076049775,39121445       ,Gardner Bender,,,,,,
16-003M,WireGard Orange GB-3 MediumJ  ar 300/Jar 5Jars/Master       ,$11.12,CO,5,300, 101.4 ,$14.42,$16.02,N ,D  ,STC,032076069988,39121445       ,Gardner Bender,,,,,,
16-004,WireGard Yellow GB-4 MediumJ  ar 200/Jar 6Jars/Master       ,$8.53,CO,6,200, 107.2 ,$11.06,$12.29,N ,D  ,STC,032076049782,39121445       ,Gardner Bender,,,,,,
16-006,WireGard Red GB-6 Medium Jar   125/Jar 6Jars/Master         ,$6.99,CO,6,125, 101.5 ,$9.06,$10.07,N ,D  ,STC,032076049799,39121445       ,Gardner Bender,,,,,,
16-084,WingGard ULTRA Yellow #84 S   mall Jar 100/Jar6Jars/Master  ,$5.01,CO,6,100, 41.3 ,$6.49,$7.21,N ,D  ,STC,032076160845,39121445       ,Gardner Bender,,,,,,
16-084M,WingGard ULTRA Yellow #84 Me  dium Jar 225/Jar5Jars/Master  ,$7.93,CO,5,225, 88.8 ,$10.28,$11.42,N ,D  ,STC,032076069995,39121445       ,Gardner Bender,,,,,,
16-086,WingGard Red #86 Medium Jar1  25/Jar 6Jars/Master           ,$9.03,CO,6,125, 89.7 ,$11.71,$13.01,N ,D  ,STC,032076160869,39121445       ,Gardner Bender,,,,,,
16-086L,WingGard ULTRA Red #86 Large  Jar 325/Jar 3Jars/Master      ,$14.47,CO,3,325, 216.3 ,$18.77,$20.86,N ,D  ,STC,032076049904,39121445       ,Gardner Bender,,,,,,
16-095N,GreenGard Green #95 Medium J  ar 125/Jar 5Jars/Master       ,$15.11,CO,5,125, 89.0 ,$19.59,$21.77,N ,D  ,STC,032076049829,39121445       ,Gardner Bender,,,,,,
16142,1in X 1/2in FPT END OF LINE DRAIN 10/BAG 1 BAG/MASTER       ,$23.95,BG,10,10, 109.6 ,$47.39,$52.66,N ,D  ,PVC,719362161426,40141739       ,King,,,,,,
16-1H1,Hex-Lok Tan H1 Medium Jar 17  5/Jar 6Jars/Master            ,$10.39,CO,6,175, 100.3 ,$13.47,$14.96,N ,D  ,STC,032076049836,39121445       ,Gardner Bender,,,,,,
16-1H1L,Hex-Lok ULTRA Tan H1 Large J  ar 400/Jar                    ,$20.75,CO,3,400, 209.0 ,$26.91,$29.90,N ,D  ,WIC,032076070861,39121445       ,Gardner Bender,,,,,,
16-8486M,80/80 Jar Red & Yellow ULTRAC onnectors 160/Jar             ,$15.01,CO,6,160, 88.4 ,$19.47,$21.64,N ,D  ,STC,032076070007,39121445       ,Gardner Bender,,,,,,
17-003,WireGard  Orange  GB-3  50/Bag  10Bags/Master               ,$3.23,BG,10,50, 17.3 ,$4.19,$4.66,N ,D  ,STC,032076043322,39121445       ,Gardner Bender,,,,,,
17-004,Wire Connector Yellow #22-#10 AWG 50/Bag 10Bags             ,$3.70,BG,10,50, 25.7 ,$4.80,$5.33,N ,D  ,STC,032076043339,39121445       ,Gardner Bender,,,,,,
17-006,WireGard  Red  GB-6  50/Bag  10Bags/Master                  ,$4.18,BG,10,50, 35.9 ,$5.42,$6.02,N ,D  ,STC,032076043346,39121445       ,Gardner Bender,,,,,,
17-084,WingGard ULTRA  Yellow  #84  50/Bag  10Bags/Master          ,$2.61,BG,10,50, 18.9 ,$3.39,$3.77,N ,D  ,WIC,032076170844,39121445       ,Gardner Bender,,,,,,
17-086,WingGard ULTRA  Red  #86  50/Bag  10Bags/Master             ,$3.36,BG,10,50, 31.6 ,$4.35,$4.84,N ,D  ,WIC,032076170868,39121445       ,Gardner Bender,,,,,,
17145,1in X 3/4in FPT END OF LINE DRAIN 10/BAG 1 BAG/MASTER       ,$23.95,BG,1,10, 112.8 ,$31.07,$34.52,N ,D  ,PVC,719362171456,40141739       ,King,,,,,,
17-1H1,Hex-Lok ULTRA Tan  H1  50/Bag  10Bags/Master                ,$4.46,BG,10,50, 24.7 ,$5.78,$6.42,N ,D  ,WIC,032076070762,39121445       ,Gardner Bender,,,,,,
19-001,WireGard  Gray  GB-1  14/Cd  10Cds/Master                   ,$1.10,EA,10,14, 5.6 ,$1.43,$1.58,N ,D  ,STC,032076190019,39121445       ,Gardner Bender,,,,,,
19-002,WireGard  Blue  GB-2  14/Cd  10Cds/Master                   ,$1.19,EA,10,14, 6.6 ,$1.53,$1.70,N ,D  ,STC,032076190026,39121445       ,Gardner Bender,,,,,,
19-003,WireGard  Orange  GB-3  12/Cd  10Cds/Master                 ,$1.10,EA,10,12, 7.4 ,$1.43,$1.58,N ,D  ,STC,032076190033,39121445       ,Gardner Bender,,,,,,
19-003HT,WireGard  Hi-temp  Black  GB-3  10/Clam  8/Master           ,$2.21,CO,5,10, 8.5 ,$2.86,$3.18,N ,D  ,STC,032076915421,39121445       ,Gardner Bender,,,,,,
19-004,WireGard  Yellow  GB-4  9/Cd  10Cds/Master                  ,$0.89,EA,10,9, 7.9 ,$1.14,$1.27,N ,D  ,STC,032076190040,39121445       ,Gardner Bender,,,,,,
19-004CER,Connector  Ceramic High-temp  GB-4  5/Clam  8/Master        ,$4.43,CO,5,5, 11.7 ,$5.73,$6.37,N ,D  ,SPC,032076915537,39121445       ,Gardner Bender,,,,,,
19-004HT,WireGard  Hi-temp  Black  GB-4  10/Clam  8/Master           ,$2.21,CO,8,10, 10.2 ,$2.86,$3.18,N ,D  ,STC,032076915438,39121445       ,Gardner Bender,,,,,,
19-006,WireGard  Red  GB-6  6/Cd  10Cds/Master                     ,$0.84,EA,10,6, 8.1 ,$1.08,$1.20,N ,D  ,STC,032076190064,39121445       ,Gardner Bender,,,,,,
19-006CER,High-temp  Ceramic  GB-6  5/Clam  8/Master                  ,$4.43,CO,8,5, 9.0 ,$5.73,$6.37,N ,D  ,SPC,032076915544,39121445       ,Gardner Bender,,,,,,
19-084,WingGard ULTRA  Yellow  #84  6/Cd  10Cds/Master             ,$0.75,EA,10,6, 5.8 ,$0.96,$1.07,N ,D  ,WIC,032076190842,39121445       ,Gardner Bender,,,,,,
19-086,WingGard ULTRA  Red  #86  6/Cd  10Cds/Master                ,$1.04,EA,10,6, 7.5 ,$1.34,$1.49,N ,D  ,WIC,032076190866,39121445       ,Gardner Bender,,,,,,
19-089,WingGard  Blue  #89  2/Cd  10Cds/Master                     ,$1.66,EA,10,2, 7.3 ,$2.15,$2.39,N ,D  ,WIC,032076190897,39121445       ,Gardner Bender,,,,,,
19-095,GreenGard  Green  #95  6/Cd  10Cds/Master                   ,$0.84,EA,10,6, 7.4 ,$1.08,$1.20,N ,D  ,WIC,032076190958,39121445       ,Gardner Bender,,,,,,
19-1H1,Hex-Lok  Tan  H1  6/Cd  10Cds/Master                        ,$1.58,EA,10,6, 6.6 ,$2.03,$2.26,N ,D  ,WIC,032076024680,39121445       ,Gardner Bender,,,,,,
19-2H2,Hex-Lok  Grey  H2  3/Cd  10Cds/Master                       ,$2.02,EA,10,3, 6.9 ,$2.61,$2.90,N ,D  ,WIC,032076024758,39121445       ,Gardner Bender,,,,,,
19-AWC,Assorted WireGard 2 Gray 2 Orange 3 Yellow 2 Red 9/Cd 10Cds ,$0.81,EA,10,9, 7.5 ,$1.05,$1.16,N ,D  ,STC,032076193461,39121445       ,Gardner Bender,,,,,,
19-PC2,PushGard Push In Connector 2 Port  10pc/Clam 10 Clams/Master,$2.75,CO,10,10, 7.2 ,$3.56,$3.96,N ,D  ,SIC,032076057510,39121445       ,Gardner Bender,,,,,,
19-PC3,PushGard Push In Connector 3 Port  10pc/Clam 10 Clams/Master,$2.84,CO,10,10, 8.2 ,$3.68,$4.09,N ,D  ,SIC,032076057527,39121445       ,Gardner Bender,,,,,,
19-PC4,PushGard Push In Connector 4 Port  10pc/Clam 10 Clams/Master,$3.09,CO,10,10, 11.4 ,$4.00,$4.44,N ,D  ,SIC,032076057534,39121445       ,Gardner Bender,,,,,,
19-PC8,PushGard Push In Connector 8 Port  10pc/Clam 10 Clams/Master,$4.19,CO,10,10, 13.7 ,$5.44,$6.05,N ,D  ,SIC,032076057541,39121445       ,Gardner Bender,,,,,,
19-PCL2,Connector  2-port Lever Connector  10/bag  10 bags/master   ,$5.61,BG,10,10, 6.4 ,$7.26,$8.06,N ,D  ,SIC,032076938123,39121408       ,Gardner Bender,,,,,,
19-PCL3,Connector  3-port Lever Connector  10/bag  10 bags/master   ,$6.56,BG,10,10, 8.8 ,$8.50,$9.44,N ,D  ,SIC,032076938130,39121408       ,Gardner Bender,,,,,,
19-PCL5,Connector  5-port Lever Connector  10/bag  10 bags/master   ,$7.24,BG,10,10, 12.9 ,$9.39,$10.43,N ,D  ,SIC,032076938147,39121408       ,Gardner Bender,,,,,,
20-089,Nylon Pigtail Connector 22-14AWG White 10pcs/Clam 10Clams   ,$1.58,CO,10,10, 3.2 ,$2.03,$2.26,N ,D  ,CRC,032076049966,39121448       ,Gardner Bender,,,,,,
20-090,Nylon Pigtail Connector 22-10 AWG White 10pc/Clam 5Clams    ,$1.52,CO,5,10, 5.8 ,$1.98,$2.20,N ,D  ,CRC,032076050245,39121448       ,Gardner Bender,,,,,,
20-100,Tap Splice  16-14 AWG  Blue  5/Clam  10Clams/Master         ,$1.13,CO,10,5, 3.3 ,$1.47,$1.63,N ,D  ,TAP,032076049973,39121405       ,Gardner Bender,,,,,,
20101,TAN LOW VOLTAGE   4/CARD  6 CARDS/MASTER                    ,$2.80,EA,6,4, 11.2 ,$3.63,$4.03,N ,D  ,WAT,719362201016,39121445       ,King,,,,,,
20-101,TERMINAL RING 22-16AWG 4-6 STUD RED 22PCS/CLAM 10CLAMS      ,$1.58,CO,10,22, 4.3 ,$2.03,$2.26,N ,D  ,RIN,032076050252,39121405       ,Gardner Bender,,,,,,
20-102,TERMINAL RING 22-16AWG 8-10 STUD 22PCS/CLAM 10CLAMS RED     ,$1.46,CO,10,22, 5.1 ,$1.89,$2.10,N ,D  ,RIN,032076050269,39121405       ,Gardner Bender,,,,,,
20-103,TERMINAL RING 16-14AWG 4-6 STUD BLUE 22PCS/CLAM 10CLAMS     ,$1.46,CO,10,22, 5.3 ,$1.89,$2.10,N ,D  ,RIN,032076049980,39121405       ,Gardner Bender,,,,,,
20-104,TERMINAL RING 16-14AWG 8-10 STUD BLUE 22PCS/CLAM 10 CLAMS   ,$1.21,CO,10,22, 6.2 ,$1.56,$1.73,N ,D  ,RIN,032076049997,39121405       ,Gardner Bender,,,,,,
20-105,TERMINAL RING 16-14AWG 12-1/4 STUD BLUE 17PCS/CLAM 10 CLAMS ,$1.38,CO,10,17, 6.6 ,$1.78,$1.98,N ,D  ,RIN,032076050009,39121405       ,Gardner Bender,,,,,,
20-106,TERMINAL RING 12-10AWG 8-10 STUD YELLOW 14PCS/CLAM 10CLAMS  ,$1.33,CO,10,14, 6.7 ,$1.73,$1.92,N ,D  ,RIN,032076050016,39121405       ,Gardner Bender,,,,,,
20-107,TERMINAL RING 12-10AWG 12-1/4 STUD YELLOW 14PCS/CLAM 10CLAMS,$1.29,CO,10,14, 8.0 ,$1.66,$1.85,N ,D  ,RIN,032076050023,39121405       ,Gardner Bender,,,,,,
20-108,TERMINAL RING 12-10AWG 1/4-3/8 STUD YELLOW 13PCS/CL 10CLAMS ,$1.90,CO,10,13, 8.0 ,$2.47,$2.75,N ,D  ,RIN,032076050030,39121405       ,Gardner Bender,,,,,,
20111,DRYCONN TAN LOW VOLTAGE(PETROLEUM SEALANT) 15/BAG           ,$10.30,BG,10,15, 28.8 ,$20.42,$22.69,N ,D  ,PVC,719362201115,40175307       ,King,,,,,,
20-111,TERMINAL SPADE 22-16AWG 4-6 STUD RED 20PCS/CLAM 10CLAM      ,$1.49,CO,10,20, 4.7 ,$1.93,$2.15,N ,D  ,SPM,032076050047,39121405       ,Gardner Bender,,,,,,
20-112,TERMINAL SPADE 22-16AWG 8-10 STUD RED 20PCS/CLAM 10CLAMS    ,$1.41,CO,10,20, 5.0 ,$1.83,$2.03,N ,D  ,SPM,032076050320,39121405       ,Gardner Bender,,,,,,
20-113,TERMINAL SPADE 16-14AWG 4-6 STUD BLUE 20PCS/CLAM 10CLAMS    ,$1.56,CO,10,20, 5.2 ,$2.01,$2.23,N ,D  ,SPM,032076050054,39121405       ,Gardner Bender,,,,,,
