Complete Price Report,"August 01, 2022",,,,,,,,,,,,,,,,
Customer Name,M & M ELECTRICAL SUPPLY COMPANY INC,,,,,,,,,,,,,,,,
"City, State","NASHUA, NH",,,,,,,,,,,,,,,,
Customer Account Number,23485,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CATALOG NUMBER,MATERIAL DESC,LIST PRICE,CUSTOMER PRICE,MULTIPLIER,UOM,MPG GRP,MPG Desc,STD PACK Q,UNIT WT IN,CARTON WT,UPC NUMBER,Special Nets,,,Lowes,,
14W33,Plug WT 20A 125V 2P3W Str YL,$25.64,$24.36,0.95,PE,WR,Elastomeric Plugs,10,1,0,040893630977,,,,,,
14W33BK,Plug WT 20A 125V 2P3W Str BK,$26.92,$25.57,0.95,PE,WR,Elastomeric Plugs,10,,0,032664708268,,,,,,
14W47,Plug WT 15A 125V 2P3W Str YL,$22.94,$21.79,0.95,PE,WR,Elastomeric Plugs,10,,0,040893630953,,,,,,
14W47-K,Plug WT 15A 125V 2P3W Str YL,$22.94,$21.79,0.95,PE,WR,Elastomeric Plugs,6,,0,032664666902,,,,,,
14W47BK,Plug WT 15A 125V 2P3W Str BK,$23.40,$22.23,0.95,PE,WR,Elastomeric Plugs,10,,0,032664708275,,,,,,
14W48,Plug WT 20A 250V 2P3W Str YL,$27.49,$26.12,0.95,PE,WR,Elastomeric Plugs,10,1,10,040893631011,,,,,,
14W48BK,Plug WT 20A 250V 2P3W Str BK,$28.86,$27.42,0.95,PE,WR,Elastomeric Plugs,10,,0,032664708299,,,,,,
14W49,Plug WT 15A 250V 2P3W Str YL,$25.11,$23.85,0.95,PE,WR,Elastomeric Plugs,10,1,0,040893630991,,,,,,
14W49BK,Plug WT 15A 250V 2P3W Str BK,$26.60,$25.27,0.95,PE,WR,Elastomeric Plugs,10,,0,032664708305,,,,,,
14WBK,Closure Cap Plug 15/20A Str15A H/L WT BK,$14.46,$11.86,0.82,PE,XC,Locking Accessories,10,,0,032664708251,,,,,,
153-BOX,Lampholder Recessed Pilot Lite W/S-6Bulb,$23.02,$19.57,0.85,PE,Z5,"Lampholders, Taps, & Adapters",100,1,0,032664212703,,,,,,
1547-70-P,BUSHING 20/30 AMP BLK .360-.425 Bag of 5,$7.44,$7.07,0.95,PE,U8,Electrical Accessories,5,,0,032664733710,,,,,,
1547-71-P,BUSHING 20/30 AMP BLU .425-.520 Bag of 5,$7.44,$7.07,0.95,PE,U8,Electrical Accessories,5,,0,032664733727,,,,,,
1547-72-P,BUSHING 20/30 AMP RED .520-.620 Bag of 5,$7.44,$7.07,0.95,PE,U8,Electrical Accessories,5,,0,032664733734,,,,,,
1547-73-P,BUSHING 20/30 AMP NAT .620-.720 Bag of 5,$7.44,$7.07,0.95,PE,U8,Electrical Accessories,5,,0,032664733741,,,,,,
1547-74-P,BUSHING 20/30 AMP GRN .720-.820 Bag of 5,$7.44,$7.07,0.95,PE,U8,Electrical Accessories,5,,0,032664733758,,,,,,
1547-75-P,BUSHING 20/30 AMP YEL .820-.930 Bag of 5,$7.44,$7.07,0.95,PE,U8,Electrical Accessories,5,,0,032664733772,,,,,,
1547-75BK-P,BUSHING 20/30 AMP BLK .820-.930 Bag of 5,$7.44,$7.07,0.95,PE,U8,Electrical Accessories,5,,0,032664733765,,,,,,
1547-76-P,BUSHING 20/30 AMP ORG .930-1.05 Bag of 5,$7.44,$7.07,0.95,PE,U8,Electrical Accessories,5,,0,032664733789,,,,,,
1547-77-P,BUSHING 20/30 AMP GRY 1.05-1.15 Bag of 5,$7.44,$7.07,0.95,PE,U8,Electrical Accessories,5,,0,032664733796,,,,,,
15W,Closure Cap Conn 15/20A Str15A H/L WT YL,$15.02,$14.27,0.95,PE,XL,Elastomeric Connectors,10,1,0,040893631592,,,,,,
15W33,Conn WT 20A 125V 2P3W Str YL,$30.76,$29.22,0.95,PE,XL,Elastomeric Connectors,10,,10,040893630960,,,,,,
15W33BK,Conn WT 20A 125V 2P3W Str BK,$32.30,$30.69,0.95,PE,XL,Elastomeric Connectors,10,,0,032664708329,,,,,,
15W47,Conn WT 15A 125V 2P3W Str YL,$27.54,$26.16,0.95,PE,XL,Elastomeric Connectors,10,,0,040893630946,,,,,,
15W47-K,Conn WT 15A 125V 2P3W Str YL,$27.54,$26.16,0.95,PE,XL,Elastomeric Connectors,6,,0,032664666919,,,,,,
15W47BK,Conn WT 15A 125V 2P3W Str BK,$28.93,$27.48,0.95,PE,XL,Elastomeric Connectors,10,,0,032664708336,,,,,,
15W48,Conn WT 20A 250V 2P3W Str YL,$33.00,$31.35,0.95,PE,XL,Elastomeric Connectors,10,1,0,040893631004,,,,,,
15W48BK,Conn WT 20A 250V 2P3W Str BK,$34.63,$32.90,0.95,PE,XL,Elastomeric Connectors,10,,0,032664708350,,,,,,
15W49,Conn WT 15A 250V 2P3W Str YL,$30.12,$28.61,0.95,PE,XL,Elastomeric Connectors,10,1,0,040893630984,,,,,,
15W49BK,Conn WT 15A 250V 2P3W Str BK,$31.64,$30.06,0.95,PE,XL,Elastomeric Connectors,10,,0,032664708367,,,,,,
15WBK,Closure Cap Conn 15/20A Str15A H/L WT BK,$15.77,$14.98,0.95,PE,XL,Elastomeric Connectors,10,,0,032664708312,,,,,,
1703-SP,Plug Thermo Rubber 20A 250V 2P3W Str  BK,$38.93,$36.98,0.95,PE,Y5,Residential Grade P&C,10,,0,032664311000,,,,,,
1709-BOX,Plug Thermo Rubber 15A 125V 2P3W Str  BK,$4.03,$3.83,0.95,PE,Y5,Residential Grade P&C,100,10,0,032664480706,,,,,,
1720RD,Pilot Light 1/25W Neon 125VAC RD,$20.86,$11.47,0.55,PE,WT,Commercial/Industrial Switches,10,1,0,040893042886,,,,,,
1723-BOX,Plug Thermo Rubber 15A 125V 2P2W Str  BK,$3.75,$3.56,0.95,PE,Y5,Residential Grade P&C,100,10,0,032664480607,,,,,,
1747B-BOX,Tap 3 Outlet 15A 125V 2P2W Polarized BR,$4.17,$3.54,0.85,PE,Z5,"Lampholders, Taps, & Adapters",100,10,0,032664352300,,,,,,
1747V-BOX,Tap 3 Outlet 15A 125V 2P2W Polarized IV,$4.17,$3.54,0.85,PE,Z5,"Lampholders, Taps, & Adapters",100,10,0,032664352409,,,,,,
1747W-BOX,Tap 3 Outlet 15A 125V 2P2W Polarized WH,$4.17,$3.54,0.85,PE,Z5,"Lampholders, Taps, & Adapters",100,10,0,032664356001,,,,,,
1747W-BP-L,ETN Tap 3 Outlt 15A 125V 2P2W Polar WH -,$4.17,$3.54,0.85,PE,Z5,"Lampholders, Taps, & Adapters",5,,0,032664759369,,,,,,
183-6BK-BOX,Plug Rubber 15A 125V 2P2W Str  Pol BK,$3.91,$3.71,0.95,PE,Y5,Residential Grade P&C,250,25,0,032664215209,,,,,,
183-6BK-BU,Plug Rubber 15A 125V 2P2W Str  Pol BK,$3.91,$3.71,0.95,PE,Y5,Residential Grade P&C,500,,0,032664592041,,,,,,
183-6W-BOX,Plug Rubber 15A 125V 2P2W Str  Pol WH,$3.91,$3.71,0.95,PE,Y5,Residential Grade P&C,250,25,0,032664215407,,,,,,
183BK-BOX,Plug Rubber 15A125V 2P2W Str  Non-Pol BK,$4.12,$3.91,0.95,PE,Y5,Residential Grade P&C,250,25,0,032664214905,,,,,,
183BK-BU;1,183BK-BU Unassembled,$6.60,$6.27,0.95,PE,Y5,Residential Grade P&C,500,,0,032664605116,,,,,,
183W-BOX,Plug Rubber 15A125V 2P2W Str  Non-Pol WH,$4.12,$3.91,0.95,PE,Y5,Residential Grade P&C,250,25,0,032664215100,,,,,,
1876-2BK-BU,1876BK-BU With Short Strap,$7.24,$4.92,0.68,PE,WU,Commercial Receptacles,150,,0,032664565427,,,,,,
1876A,Recp Single 20A 250V 2P3W Swire AL,$4.80,$3.26,0.68,PE,WU,Commercial Receptacles,100,10,0,032664554919,,,,,,
1876B-BOX,Recp Single 20A 250V 2P3W Swire BR,$4.80,$3.26,0.68,PE,WU,Commercial Receptacles,100,10,0,032664184000,,,,,,
1876BK,Recp Single 20A 250V 2P3W Swire BK,$4.80,$3.26,0.68,PE,WU,Commercial Receptacles,50,10,0,032664563553,,,,,,
1876LA,Recp Single 20A 250V 2P3W Swire LA,$4.80,$3.26,0.68,PE,WU,Commercial Receptacles,100,10,0,032664752605,,,,,,
1876LA-SP-L,Recp Single 20A 250V 2P3W Swire LA,$4.80,$3.26,0.68,PE,WU,Commercial Receptacles,20,,0,032664583254,,,,,,
1876LA-SP-L2,Recp Single 20A 250V 2P3W Swire LA,$4.80,$3.26,0.68,PE,WU,Commercial Receptacles,12,,0,032664747052,,,,,,
1876V-BOX,Recp Single 20A 250V 2P3W Swire IV,$4.80,$3.26,0.68,PE,WU,Commercial Receptacles,100,10,0,032664752599,,6.48,,,,
1876V-SP-L,Recp Single 20A 250V 2P3W Swire IV,$4.80,$3.26,0.68,PE,WU,Commercial Receptacles,20,,0,032664184109,,,,,,
1876V-SP-L2,Recp Single 20A 250V 2P3W Swire IV,$4.80,$3.26,0.68,PE,WU,Commercial Receptacles,12,,0,032664747069,,,,,,
1876W-BOX,Recp Single 20A 250V 2P3W Swire WH,$4.80,$3.26,0.68,PE,WU,Commercial Receptacles,100,10,0,032664752582,,,,,,
1876W-SP-L,Recp Single 20A 250V 2P3W Swire WH,$4.80,$3.26,0.68,PE,WU,Commercial Receptacles,30,,0,032664311505,,,,,,
1876W-SP-L2,Recp Single 20A 250V 2P3W Swire WH,$4.80,$3.26,0.68,PE,WU,Commercial Receptacles,12,,0,032664747076,,,,,,
1877A,Recp Single 20A 125V 2P3W Swire AL,$3.83,$2.60,0.68,PE,WU,Commercial Receptacles,100,10,0,032664554933,,,,,,
1877B-BOX,Recp Single 20A 125V 2P3W Swire BR,$3.83,$2.60,0.68,PE,WU,Commercial Receptacles,100,10,0,032664184307,,,,,,
1877BK,Recp Single 20A 125V 2P3W Swire BK,$3.83,$2.60,0.68,PE,WU,Commercial Receptacles,50,10,0,032664563560,,,,,,
1877LA,Recp Single 20A 125V 2P3W Swire LA,$3.83,$2.60,0.68,PE,WU,Commercial Receptacles,100,10,0,032664583261,,,,,,
1877V-BOX,Recp Single 20A 125V 2P3W Swire IV,$3.83,$2.60,0.68,PE,WU,Commercial Receptacles,100,10,0,032664184406,,,,,,
1877W-BOX,Recp Single 20A 125V 2P3W Swire WH,$3.83,$2.60,0.68,PE,WU,Commercial Receptacles,100,10,0,032664311703,4.88,,,,,
1895B,Switch Tog SP 3Pos 15A 120/277V Mom BR,$26.54,$14.60,0.55,PE,WT,Commercial/Industrial Switches,10,1,0,040893002392,,,,,,
1895GY,Switch Tog SP 3Pos 15A 120/277V Mom GY,$26.54,$14.60,0.55,PE,WT,Commercial/Industrial Switches,10,,0,040893642796,,,,,,
1895L,Switch Locking SP 3Pos 15A 120/277V Mom,$31.86,$17.52,0.55,PE,WT,Commercial/Industrial Switches,10,1,0,040893002408,,,,,,
1895V,Switch Tog SP 3Pos 15A 120/277V Mom IV,$26.54,$14.60,0.55,PE,WT,Commercial/Industrial Switches,10,1,0,040893613499,,,,,,
1912B-BOX,Plug Flat Hndl 15A125V2P2W Thermo Str BR,$1.89,$1.80,0.95,PE,Y5,Residential Grade P&C,250,25,0,032664311802,,,,,,
1912W-BOX,Plug Flat Hndl 15A125V2P2W Thermo Str WH,$1.89,$1.80,0.95,PE,Y5,Residential Grade P&C,250,25,0,032664312106,,,,,,
192-BOX,"Wallplate 2G W/2.1563"" Off Cntr Hole  CH",$5.47,$5.20,0.95,PE,YU,SS Plates,140,10,0,032664216008,,,,,,
1995B,Switch Tog SP 3Pos 20A 120/277V Mom BR,$29.21,$16.07,0.55,PE,WT,Commercial/Industrial Switches,10,1,0,040893002941,,,,,,
1995GY,Switch Tog SP 3Pos 20A 120/277V Mom GY,$29.21,$16.07,0.55,PE,WT,Commercial/Industrial Switches,10,1,0,040893642802,,,,,,
1995L,Switch Locking SP 3Pos 20A 120/277V Mom,$35.06,$19.28,0.55,PE,WT,Commercial/Industrial Switches,10,1,0,040893002958,,,,,,
1995RD,Switch Tog SP 3Pos 20A 120/277V Mom RD,$29.21,$16.07,0.55,PE,WT,Commercial/Industrial Switches,10,,0,040893686028,,,,,,
1995V,Switch Tog SP 3Pos 20A 120/277V Mom IV,$29.21,$16.07,0.55,PE,WT,Commercial/Industrial Switches,10,1,0,040893613659,,,,,,
2028V-BOX,"Wallplate 1G W/.375"" Hole Thrmst Mid IV",$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664519871,,,,,,
2028W-BOX,"Wallplate 1G W/.375"" Hole Thrmst Mid WH",$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664519888,,,,,,
2029A,Wallplate 1G Blank Thrmst Box Mnt Mid AL,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664554728,,,,,,
2029B-BOX,Wallplate 1G Blank Thrmst Box Mnt Mid BR,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664150104,,,,,,
2029LA,Wallplate 1G Blank Thrmst Box Mnt Mid LA,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664582431,,,,,,
2029V-BOX,Wallplate 1G Blank Thrmst Box Mnt Mid IV,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664150203,,,,,,
2029W-BOX,Wallplate 1G Blank Thrmst Box Mnt Mid WH,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664443008,,,,,,
2031A,Wallplate 1G Sgl Recp Thermoset Mid AL,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664554735,,,,,,
2031B-BOX,Wallplate 1G Sgl Recp Thermoset Mid BR,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664150302,,,,,,
2031LA,Wallplate 1G Sgl Recp Thermoset Mid LA,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664582448,,,,,,
2031V-BOX,Wallplate 1G Sgl Recp Thermoset Mid IV,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664150401,,,,,,
2031W-BOX,Wallplate 1G Sgl Recp Thermoset Mid WH,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664443107,,,,,,
2032A-BOX,Wallplate 1G Dup Recp Thermoset Mid AL,$0.82,$0.42,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664542480,,,,,,
2032B-BOX,Wallplate 1G Dup Recp Thermoset Mid BR,$0.82,$0.42,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664150500,,,,,,
2032LA-BOX,Wallplate 1G Dup Recp Thermoset Mid LA,$0.82,$0.42,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664582455,,,,,,
2032V,Wallplate 1G Dup Recp Thermoset Mid IV,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,200,10,0,032664751844,,,,,,
2032V-BOX,Wallplate 1G Dup Recp Thermoset Mid IV,$0.82,$0.42,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664314001,,,,,,
2032W,Wallplate 1G Dup Recp Thermoset Mid WH,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,200,10,0,032664443206,,,,,,
2032W-BOX,Wallplate 1G Dup Recp Thermoset Mid WH,$0.82,$0.42,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664752018,,,,,,
2034A-BOX,Wallplate 1G Toggle Thermoset Mid AL,$0.82,$0.59,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664543876,,,,,,
2034B-BOX,Wallplate 1G Toggle Thermoset Mid BR,$0.82,$0.59,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664150609,,,,,,
2034LA-BOX,Wallplate 1G Toggle Thermoset Mid LA,$0.82,$0.59,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664582462,,,,,,
2034V,Wallplate 1G Toggle Thermoset Mid IV,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,200,10,0,032664751851,,,,,,
2034V-BOX,Wallplate 1G Toggle Thermoset Mid IV,$0.82,$0.59,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664314100,,,,,,
2034W,WALLPLATE 1G TOGGLE THERMOSET MID WH,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,200,10,0,032664443305,,,,,,
2034W-BOX,Wallplate 1G Toggle Thermoset Mid WH,$0.82,$0.59,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664752025,,,,,,
2037A-BOX,Wallplate 2G Blank Thrmst Box Mnt Mid AL,$1.65,$1.57,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664576492,,,,,,
2037LA-BOX,Wallplate 2G Blank Thrmst Box Mnt Mid LA,$1.65,$1.57,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664582479,,,,,,
2037V-BOX,Wallplate 2G Blank Thrmst Box Mnt Mid IV,$1.65,$1.57,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664519932,,,,,,
2037W-BOX,Wallplate 2G Blank Thrmst Box Mnt Mid WH,$1.65,$1.57,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664519949,,,,,,
2038A,Wallplate 2G Toggle/Duplex Thrmst Mid AL,$1.65,$1.17,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664554766,,,,,,
2038B-BOX,Wallplate 2G Toggle/Duplex Thrmst Mid BR,$1.65,$1.17,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664314209,,,,,,
2038LA-SP,Wallplate 2G Toggle/Duplex Thrmst Mid LA,$1.65,$1.17,Net Price,PE,XO,2100/5100/PJ Plates,20,,0,032664582486,,,,,,
2038V-BOX,Wallplate 2G Toggle/Duplex Thrmst Mid IV,$1.65,$1.17,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664314308,,,,,,
2038W-BOX,Wallplate 2G Toggle/Duplex Thrmst Mid WH,$1.65,$1.17,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664443404,,,,,,
2039A,Wallplate 2G Toggle Thermoset Mid AL,$1.65,$1.17,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664547430,,,,,,
2039B-BOX,Wallplate 2G Toggle Thermoset Mid BR,$1.65,$1.17,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664314407,,,,,,
2039LA,Wallplate 2G Toggle Thermoset Mid LA,$1.65,$1.17,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664580796,,,,,,
2039V,Wallplate 2G Toggle Thermoset Mid IV,$1.65,$1.57,0.95,PE,XO,2100/5100/PJ Plates,100,10,0,032664751868,,,,,,
2039V-BOX,Wallplate 2G Toggle Thermoset Mid IV,$1.65,$1.17,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664314506,,,,,,
2039W,Wallplate 2G Toggle Thermoset Mid WH,$1.65,$1.57,0.95,PE,XO,2100/5100/PJ Plates,100,10,0,032664752032,,,,,,
2039W-BOX,Wallplate 2G Toggle Thermoset Mid WH,$1.65,$1.17,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664443503,,,,,,
20416D,Cover WP DieCast - 30A Powerlock Recp GY,$63.01,$54.82,0.87,PE,W5,Weather Protective Covers,10,1,0,040893629940,,,,,,
20416N,Cover WP Nylon - 30A Powerlock Recp GY,$56.70,$49.33,0.87,PE,W5,Weather Protective Covers,10,1,0,040893627434,,,,,,
20417N,Cover Die Cast - 30A Powerlock Recp GY,$63.01,$54.82,0.87,PE,W5,Weather Protective Covers,10,1,0,040893627533,,,,,,
2041A,Wallplate 2G Toggle Thermoset Mid AL,$2.45,$1.75,Net Price,PE,XO,2100/5100/PJ Plates,50,10,0,032664547423,,,,,,
2041B-BOX,Wallplate 3G Toggle Thermoset Mid BR,$2.45,$1.75,Net Price,PE,XO,2100/5100/PJ Plates,50,10,0,032664314605,,,,,,
2041LA,Wallplate 2G Toggle Thermoset Mid LA,$2.45,$1.75,Net Price,PE,XO,2100/5100/PJ Plates,50,10,0,032664582509,,,,,,
2041V-BOX,Wallplate 3G Toggle Thermoset Mid IV,$2.45,$1.75,Net Price,PE,XO,2100/5100/PJ Plates,50,10,0,032664314704,,,,,,
2041W-BOX,Wallplate 3G Toggle Thermoset Mid WH,$2.45,$1.75,Net Price,PE,XO,2100/5100/PJ Plates,50,10,0,032664443602,,,,,,
20446N,Cover WP Nylon - 30A Powerlock Recp RD,$56.70,$49.33,0.87,PE,W5,Weather Protective Covers,10,1,0,040893627441,,,,,,
2050A,Wallplate 2G Dup Recp Thermoset Mid AL,$1.65,$1.17,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664554742,,,,,,
2050LA,Wallplate 2G Dup Recp Thermoset Mid LA,$1.65,$1.17,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664582516,,,,,,
2050V-BOX,WALLPLATE 2G DUP RECP THERMOSET MID IV,$1.65,$1.17,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664519895,,,,,,
2050W-BOX,Wallplate 2G Dup Recp Thermoset Mid WH,$1.65,$1.17,Net Price,PE,XO,2100/5100/PJ Plates,100,25,0,032664519901,,,,,,
2051A-BOX,Wallplate 1G Decorator Thermoset Mid AL,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664542152,,,,,,
2051B-BOX,Wallplate 1G Decorator Thermoset Mid BR,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664150708,,,,,,
2051LA-BOX,Wallplate 1G Decorator Thermoset Mid LA,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664582523,,,,,,
2051V,Wallplate 1G Decorator Thermoset Mid IV,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,200,10,0,032664752322,,,,,,
2051V-BOX,Wallplate 1G Decorator Thermoset Mid IV,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664150807,,,,,,
2051W,Wallplate 1G Decorator Thermoset Mid WH,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,200,10,0,032664150906,,,,,,
2051W-BOX,Wallplate 1G Decorator Thermoset Mid WH,$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664751677,,,,,,
2052A-BOX,Wallplate 2G Decorator Thermoset Mid AL,$1.65,$1.57,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664542169,,,,,,
2052LA-BOX,Wallplate 2G Decorator Thermoset Mid LA,$1.65,$1.57,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664582530,,,,,,
2052V-BOX,Wallplate 2G Decorator Thermoset Mid IV,$1.65,$1.57,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664512544,,,,,,
2052W-BOX,Wallplate 2G Decorator Thermoset Mid WH,$1.65,$1.57,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664512568,,,,,,
2053A,Wallplate 2G Tog/Deco Thermoset Mid AL,$1.65,$1.57,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664554773,,,,,,
2053LA-SP,Wallplate 2G Tog/Deco Thermoset Mid LA,$1.65,$1.57,0.95,PE,XO,2100/5100/PJ Plates,40,,0,032664582547,,,,,,
2053V-BOX,Wallplate 2G Tog/Deco Thermoset Mid IV,$1.65,$1.57,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664519918,,,,,,
2053W-BOX,Wallplate 2G Tog/Deco Thermoset Mid WH,$1.65,$1.57,0.95,PE,XO,2100/5100/PJ Plates,100,25,0,032664519925,,,,,,
2054A,Wallplate 4G Toggle Thermoset Mid AL,$3.28,$3.12,0.95,PE,XO,2100/5100/PJ Plates,50,10,0,032664554759,,,,,,
2054LA,Wallplate 4G Toggle Thermoset Mid LA,$3.28,$3.12,0.95,PE,XO,2100/5100/PJ Plates,50,10,0,032664582554,,,,,,
2054V-BOX,Wallplate 4G Toggle Thermoset Mid IV,$3.28,$3.12,0.95,PE,XO,2100/5100/PJ Plates,50,10,0,032664534386,,,,,,
2054W-BOX,Wallplate 4G Toggle Thermoset Mid WH,$3.28,$3.12,0.95,PE,XO,2100/5100/PJ Plates,50,10,0,032664534393,,,,,,
2063A-BOX,Wallplate 3G Decorator Thermoset Mid AL,$2.45,$2.33,0.95,PE,XO,2100/5100/PJ Plates,50,10,0,032664542176,,,,,,
2063LA-BOX,Wallplate 3G Decorator Thermoset Mid LA,$2.45,$2.33,0.95,PE,XO,2100/5100/PJ Plates,50,10,0,032664582561,,,,,,
2063V-BOX,Wallplate 3G Decorator Thermoset Mid IV,$2.45,$2.33,0.95,PE,XO,2100/5100/PJ Plates,50,10,0,032664512582,,,,,,
2063W-BOX,Wallplate 3G Decorator Thermoset Mid WH,$2.45,$2.33,0.95,PE,XO,2100/5100/PJ Plates,50,10,0,032664512605,,,,,,
2064A-BOX,Wallplate 4G Decorator Thermoset Mid AL,$3.28,$3.12,0.95,PE,XO,2100/5100/PJ Plates,50,10,0,032664542183,,,,,,
2064LA-BOX,Wallplate 4G Decorator Thermoset Mid LA,$3.28,$3.12,0.95,PE,XO,2100/5100/PJ Plates,50,10,0,032664582578,,,,,,
2064V-BOX,Wallplate 4G Decorator Thermoset Mid IV,$3.28,$3.12,0.95,PE,XO,2100/5100/PJ Plates,50,10,0,032664534409,,,,,,
2064W-BOX,Wallplate 4G Decorator Thermoset Mid WH,$3.28,$3.12,0.95,PE,XO,2100/5100/PJ Plates,50,10,0,032664534416,,,,,,
2068A-BOX,"Wlplt 1G SglRecW/2.156""HoleThrmst Mid AL",$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,10,0,032664576508,,,,,,
2068B-BOX,"Wlplt 1G SglRecW/2.156""HoleThrmst Mid BR",$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,10,0,032664151002,,,,,,
2068V-BOX,"Wlplt 1G SglRecW/2.156""HoleThrmst Mid IV",$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,10,0,032664151101,,,,,,
2068W-BOX,"Wlplt 1G SglRecW/2.156""HoleThrmst Mid WH",$0.82,$0.78,0.95,PE,XO,2100/5100/PJ Plates,100,10,0,032664538537,,,,,,
2072A,Wallplate W/1 F Type Coax Adap Mid AL,$2.05,$1.50,0.73,PE,Z7,Datacomm/Coax Products,20,,0,032664556333,,,,,,
2072LA,Wlplt W/1 F Type Coax Adap Thermo Mid LA,$2.05,$1.50,0.73,PE,Z7,Datacomm/Coax Products,20,,0,032664750441,,,,,,
2072LA-SP-L,Wlplt W/1 F Type Coax Adap Thermo Mid LA,$2.05,$1.50,0.73,PE,Z7,Datacomm/Coax Products,20,,0,032664582585,,,,,,
2072V,Wlplt W/1 F Type Coax Adap Thermo Mid IV,$2.05,$1.50,0.73,PE,Z7,Datacomm/Coax Products,20,,0,032664546594,,,,,,
2072V-SP-L,Wlplt W/1 F Type Coax Adap Thermo Mid IV,$2.05,$1.50,0.73,PE,Z7,Datacomm/Coax Products,20,,0,032664534539,,,,,,
2072W,Wlplt W/1 F Type Coax Adap Thermo Mid WH,$2.05,$1.50,0.73,PE,Z7,Datacomm/Coax Products,20,,0,032664546617,,,,,,
2072W-SP-L,Wlplt W/1 F Type Coax Adap Thermo Mid WH,$2.05,$1.50,0.73,PE,Z7,Datacomm/Coax Products,20,,0,032664534546,,,,,,
2076-16,F Connector Crimp-On RG6,$0.50,$0.37,0.73,PE,Z7,Datacomm/Coax Products,2500,250,0,032664564727,,,,,,
